Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C185 Postcode 2011 to Local Government Area 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 27 June 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE,,,,,,,
3153,3153,23670,Knox (C),0.5624019,56.2401916,,,,,,,
3153,3153,24410,Maroondah (C),0.4375981,43.7598084,,,,,,,
3154,3154,23670,Knox (C),1.0,100.0,,,,,,,
3155,3155,23670,Knox (C),1.0,100.0,,,,,,,
3156,3156,21610,Casey (C),0.0254857,2.5485665,,,,,,,
3156,3156,23670,Knox (C),0.9472675,94.7267529,,,,,,,
3156,3156,27450,Yarra Ranges (S),0.0272468,2.7246806,,,,,,,
3158,3158,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3159,3159,21450,Cardinia (S),0.0671429,6.7142933,,,,,,,
3159,3159,27450,Yarra Ranges (S),0.9328571,93.2857067,,,,,,,
3160,3160,27450,Yarra Ranges (S),1.0,100.0,,,,,,,
3161,3161,22310,Glen Eira (C),1.0,100.0,,,,,,,
3162,3162,22310,Glen Eira (C),1.0,100.0,,,,,,,
3163,3163,22310,Glen Eira (C),1.0,100.0,,,,,,,
3165,3165,22310,Glen Eira (C),1.0,100.0,,,,,,,
3166,3166,24970,Monash (C),1.0,100.0,,,,,,,
3167,3167,23430,Kingston (C),0.4589425,45.8942544,,,,,,,
3167,3167,24970,Monash (C),0.5410575,54.1057456,,,,,,,
3168,3168,24970,Monash (C),1.0,100.0,,,,,,,
3169,3169,23430,Kingston (C),1.0,100.0,,,,,,,
3170,3170,24970,Monash (C),1.0,100.0,,,,,,,
3171,3171,22670,Greater Dandenong (C),1.0,100.0,,,,,,,
3172,3172,22670,Greater Dandenong (C),0.5467122,54.6712238,,,,,,,
3172,3172,23430,Kingston (C),0.4532878,45.3287762,,,,,,,
3173,3173,22670,Greater Dandenong (C),1.0,100.0,,,,,,,
3174,3174,22670,Greater Dandenong (C),1.0,100.0,,,,,,,
3175,3175,22670,Greater Dandenong (C),0.9987727,99.8772737,,,,,,,
3175,3175,23430,Kingston (C),0.0012273,0.1227259,,,,,,,
3177,3177,21610,Casey (C),1.0,100.0,,,,,,,
3178,3178,23670,Knox (C),1.0,100.0,,,,,,,
3179,3179,23670,Knox (C),1.0,100.0,,,,,,,
3180,3180,23670,Knox (C),1.0,100.0,,,,,,,
3181,3181,25900,Port Phillip (C),0.030598,3.0598036,,,,,,,
3181,3181,26350,Stonnington (C),0.969402,96.9401964,,,,,,,
3182,3182,25900,Port Phillip (C),1.0,100.0,,,,,,,
3183,3183,22310,Glen Eira (C),0.2229839,22.2983942,,,,,,,
3183,3183,25900,Port Phillip (C),0.7770161,77.7016058,,,,,,,
3184,3184,25900,Port Phillip (C),1.0,100.0,,,,,,,
3185,3185,22310,Glen Eira (C),0.8792041,87.9204094,,,,,,,
3185,3185,25900,Port Phillip (C),0.1207959,12.0795906,,,,,,,
3186,3186,20910,Bayside (C),1.0,100.0,,,,,,,
3187,3187,20910,Bayside (C),0.9616992,96.169918,,,,,,,
3187,3187,22310,Glen Eira (C),0.0383008,3.830082,,,,,,,
3188,3188,20910,Bayside (C),1.0,100.0,,,,,,,
3189,3189,23430,Kingston (C),1.0,100.0,,,,,,,
3190,3190,20910,Bayside (C),0.6837602,68.3760209,,,,,,,
3190,3190,23430,Kingston (C),0.3162398,31.6239791,,,,,,,
3191,3191,20910,Bayside (C),1.0,100.0,,,,,,,
3192,3192,20910,Bayside (C),0.1588406,15.8840587,,,,,,,
3192,3192,23430,Kingston (C),0.8411594,84.1159413,,,,,,,
3193,3193,20910,Bayside (C),1.0,100.0,,,,,,,
3194,3194,23430,Kingston (C),1.0,100.0,,,,,,,
3195,3195,23430,Kingston (C),1.0,100.0,,,,,,,
3196,3196,23430,Kingston (C),1.0,100.0,,,,,,,
3197,3197,22170,Frankston (C),0.0013822,0.1382163,,,,,,,
3197,3197,23430,Kingston (C),0.9986178,99.8617837,,,,,,,
3198,3198,22170,Frankston (C),1.0,100.0,,,,,,,
3199,3199,22170,Frankston (C),0.999974,99.9973997,,,,,,,
3200,3200,22170,Frankston (C),1.0,100.0,,,,,,,
3201,3201,22170,Frankston (C),1.0,100.0,,,,,,,
3202,3202,23430,Kingston (C),1.0,100.0,,,,,,,
3204,3204,22310,Glen Eira (C),1.0,100.0,,,,,,,
3205,3205,25900,Port Phillip (C),0.9999999,99.9999935,,,,,,,
3206,3206,25900,Port Phillip (C),1.0,100.0,,,,,,,
3207,3207,24600,Melbourne (C),0.0014863,0.1486313,,,,,,,
3207,3207,25900,Port Phillip (C),0.9985137,99.851367,,,,,,,
3211,3211,22750,Greater Geelong (C),0.390154,39.0153995,,,,,,,
3211,3211,27260,Wyndham (C),0.609846,60.9846005,,,,,,,
3212,3212,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3214,3214,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3215,3215,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3216,3216,22750,Greater Geelong (C),0.9838149,98.3814914,,,,,,,
3216,3216,26490,Surf Coast (S),0.0161851,1.6185086,,,,,,,
3217,3217,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3218,3218,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3219,3219,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3220,3220,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3221,3221,21750,Colac-Otway (S),0.0246703,2.4670275,,,,,,,
3221,3221,22490,Golden Plains (S),0.0983391,9.833911,,,,,,,
3221,3221,22750,Greater Geelong (C),0.8180919,81.8091909,,,,,,,
3221,3221,26490,Surf Coast (S),0.0588987,5.8898705,,,,,,,
3222,3222,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3223,3223,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3224,3224,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3225,3225,22750,Greater Geelong (C),0.2476215,24.7621478,,,,,,,
3225,3225,26080,Queenscliffe (B),0.7523785,75.2378522,,,,,,,
3226,3226,22750,Greater Geelong (C),1.0,100.0,,,,,,,
3227,3227,22750,Greater Geelong (C),0.9538327,95.3832656,,,,,,,
3227,3227,26490,Surf Coast (S),0.0461673,4.6167344,,,,,,,
3228,3228,26490,Surf Coast (S),1.0,100.0,,,,,,,
3230,3230,26490,Surf Coast (S),1.0,100.0,,,,,,,
3231,3231,26490,Surf Coast (S),1.0,100.0,,,,,,,
3232,3232,26490,Surf Coast (S),1.0,100.0,,,,,,,
3233,3233,21750,Colac-Otway (S),1.0,100.0,,,,,,,
3235,3235,21750,Colac-Otway (S),0.0198508,1.9850824,,,,,,,
3235,3235,26490,Surf Coast (S),0.9801492,98.0149176,,,,,,,
3236,3236,21750,Colac-Otway (S),1.0,100.0,,,,,,,
3237,3237,21750,Colac-Otway (S),0.9426672,94.266719,,,,,,,
3237,3237,21830,Corangamite (S),0.0573328,5.733281,,,,,,,
3238,3238,21750,Colac-Otway (S),1.0,100.0,,,,,,,
3239,3239,21750,Colac-Otway (S),0.8529165,85.2916528,,,,,,,
3239,3239,21830,Corangamite (S),0.1470835,14.7083472,,,,,,,
3240,3240,26490,Surf Coast (S),1.0,100.0,,,,,,,
3241,3241,21750,Colac-Otway (S),0.0267322,2.6732177,,,,,,,
3241,3241,26490,Surf Coast (S),0.9732678,97.3267823,,,,,,,
3242,3242,21750,Colac-Otway (S),0.9739632,97.3963151,,,,,,,
3242,3242,26490,Surf Coast (S),0.0260368,2.6036849,,,,,,,
3243,3243,21750,Colac-Otway (S),1.0,100.0,,,,,,,
3249,3249,21750,Colac-Otway (S),0.9851975,98.5197492,,,,,,,
3249,3249,21830,Corangamite (S),0.0148025,1.4802508,,,,,,,
3250,3250,21750,Colac-Otway (S),1.0,100.0,,,,,,,
3251,3251,21750,Colac-Otway (S),0.9919646,99.1964598,,,,,,,
3251,3251,21830,Corangamite (S),0.0080354,0.8035402,,,,,,,
3254,3254,21750,Colac-Otway (S),1.0,100.0,,,,,,,
3260,3260,21750,Colac-Otway (S),0.0251683,2.5168314,,,,,,,
3260,3260,21830,Corangamite (S),0.9748317,97.4831686,,,,,,,
3264,3264,21830,Corangamite (S),0.9932822,99.3282246,,,,,,,
3264,3264,25490,Moyne (S),0.0067178,0.6717754,,,,,,,
3265,3265,21830,Corangamite (S),0.4381244,43.8124403,,,,,,,
3265,3265,25490,Moyne (S),0.5618756,56.1875597,,,,,,,
3266,3266,21750,Colac-Otway (S),0.0064554,0.6455405,,,,,,,
3266,3266,21830,Corangamite (S),0.9935446,99.3544595,,,,,,,
3267,3267,21830,Corangamite (S),1.0,100.0,,,,,,,
3268,3268,21830,Corangamite (S),0.7923949,79.239491,,,,,,,
3268,3268,25490,Moyne (S),0.2076051,20.760509,,,,,,,
3269,3269,21830,Corangamite (S),1.0,100.0,,,,,,,
3270,3270,21830,Corangamite (S),0.1920224,19.202239,,,,,,,
3270,3270,25490,Moyne (S),0.8079776,80.797761,,,,,,,
3271,3271,20260,Ararat (RC),0.0732752,7.3275171,,,,,,,
3271,3271,21830,Corangamite (S),0.2374322,23.7432161,,,,,,,
3271,3271,25490,Moyne (S),0.6892927,68.9292668,,,,,,,
3272,3272,20260,Ararat (RC),0.0158984,1.5898422,,,,,,,
3272,3272,25490,Moyne (S),0.9841016,98.4101578,,,,,,,
3273,3273,25490,Moyne (S),1.0,100.0,,,,,,,
3274,3274,25490,Moyne (S),1.0,100.0,,,,,,,
3275,3275,25490,Moyne (S),1.0,100.0,,,,,,,
3276,3276,25490,Moyne (S),1.0,100.0,,,,,,,
3277,3277,25490,Moyne (S),0.3750006,37.5000609,,,,,,,
3277,3277,26730,Warrnambool (C),0.6249994,62.4999391,,,,,,,
3278,3278,25490,Moyne (S),1.0,100.0,,,,,,,
3279,3279,25490,Moyne (S),1.0,100.0,,,,,,,
3280,3280,25490,Moyne (S),0.0020689,0.2068902,,,,,,,
3280,3280,26730,Warrnambool (C),0.9979311,99.7931098,,,,,,,
3281,3281,25490,Moyne (S),0.4609606,46.0960577,,,,,,,
3281,3281,26730,Warrnambool (C),0.5390394,53.9039423,,,,,,,
3282,3282,25490,Moyne (S),0.9981326,99.8132613,,,,,,,
3282,3282,26730,Warrnambool (C),0.0018674,0.1867387,,,,,,,
3283,3283,25490,Moyne (S),0.9642674,96.4267414,,,,,,,
3283,3283,26730,Warrnambool (C),0.0357326,3.5732586,,,,,,,
3284,3284,25490,Moyne (S),1.0,100.0,,,,,,,
3285,3285,22410,Glenelg (S),0.4820597,48.205969,,,,,,,
3285,3285,25490,Moyne (S),0.5179403,51.794031,,,,,,,
3286,3286,25490,Moyne (S),1.0,100.0,,,,,,,
3287,3287,25490,Moyne (S),1.0,100.0,,,,,,,
3289,3289,25490,Moyne (S),0.0793728,7.9372849,,,,,,,
3289,3289,26260,Southern Grampians (S),0.9206272,92.0627151,,,,,,,
3292,3292,22410,Glenelg (S),1.0,100.0,,,,,,,
3293,3293,20260,Ararat (RC),0.1486192,14.8619225,,,,,,,
3293,3293,25490,Moyne (S),0.0579331,5.7933096,,,,,,,
3293,3293,26260,Southern Grampians (S),0.7934477,79.3447679,,,,,,,
3294,3294,20260,Ararat (RC),0.002733,0.2733004,,,,,,,
3294,3294,26260,Southern Grampians (S),0.997267,99.7266996,,,,,,,
3300,3300,26260,Southern Grampians (S),1.0,100.0,,,,,,,
3301,3301,22410,Glenelg (S),0.015429,1.5428953,,,,,,,
3301,3301,25490,Moyne (S),0.1077223,10.7722339,,,,,,,
3301,3301,26260,Southern Grampians (S),0.8768487,87.6848708,,,,,,,
3302,3302,22410,Glenelg (S),0.2703213,27.0321291,,,,,,,
3302,3302,26260,Southern Grampians (S),0.7296787,72.9678709,,,,,,,
3303,3303,22410,Glenelg (S),0.9443481,94.434811,,,,,,,
3303,3303,25490,Moyne (S),0.0556519,5.565189,,,,,,,
3304,3304,22410,Glenelg (S),0.9639673,96.396733,,,,,,,
3304,3304,25490,Moyne (S),0.0360327,3.603267,,,,,,,
3305,3305,22410,Glenelg (S),1.0,99.9999998,,,,,,,
3309,3309,22410,Glenelg (S),1.0,100.0,,,,,,,
3310,3310,22410,Glenelg (S),1.0,100.0,,,,,,,
3311,3311,22410,Glenelg (S),1.0,100.0,,,,,,,
3312,3312,22410,Glenelg (S),0.7509832,75.0983186,,,,,,,
3312,3312,26260,Southern Grampians (S),0.0542953,5.4295297,,,,,,,
3312,3312,26890,West Wimmera (S),0.1947215,19.4721517,,,,,,,
3314,3314,26260,Southern Grampians (S),0.9999981,99.9998075,,,,,,,
3315,3315,22410,Glenelg (S),0.0386857,3.868571,,,,,,,
3315,3315,26260,Southern Grampians (S),0.9613143,96.131429,,,,,,,
3317,3317,26260,Southern Grampians (S),0.1194026,11.9402613,,,,,,,
3317,3317,26890,West Wimmera (S),0.8805974,88.0597387,,,,,,,
3318,3318,26890,West Wimmera (S),0.9969676,99.6967554,,,,,,,
3318,3318,45090,Naracoorte and Lucindale (DC),0.0030324,0.3032446,,,,,,,
3319,3319,26890,West Wimmera (S),1.0,100.0,,,,,,,
3321,3321,21750,Colac-Otway (S),0.0113987,1.1398694,,,,,,,
3321,3321,22490,Golden Plains (S),0.9241648,92.4164832,,,,,,,
3321,3321,26490,Surf Coast (S),0.0644365,6.4436474,,,,,,,
3322,3322,21750,Colac-Otway (S),0.7810392,78.1039216,,,,,,,
3322,3322,21830,Corangamite (S),0.0828699,8.2869855,,,,,,,
3322,3322,22490,Golden Plains (S),0.1360909,13.6090928,,,,,,,
3323,3323,21830,Corangamite (S),0.9999889,99.9988879,,,,,,,
3324,3324,21830,Corangamite (S),0.9967282,99.6728182,,,,,,,
3324,3324,22490,Golden Plains (S),0.0032718,0.3271818,,,,,,,
3325,3325,21830,Corangamite (S),0.9991092,99.9109201,,,,,,,
3325,3325,25990,Pyrenees (S),0.0008908,0.0890799,,,,,,,
3328,3328,22490,Golden Plains (S),1.0,100.0,,,,,,,
3329,3329,21750,Colac-Otway (S),0.0107948,1.0794809,,,,,,,
3329,3329,22490,Golden Plains (S),0.9892052,98.9205191,,,,,,,
3330,3330,22490,Golden Plains (S),1.0,100.0,,,,,,,
3331,3331,22490,Golden Plains (S),1.0,100.0,,,,,,,
3332,3332,22490,Golden Plains (S),1.0,100.0,,,,,,,
3333,3333,22490,Golden Plains (S),0.9961967,99.6196701,,,,,,,
3333,3333,25150,Moorabool (S),0.0038033,0.3803299,,,,,,,
3334,3334,22490,Golden Plains (S),0.0125791,1.2579116,,,,,,,
3334,3334,25150,Moorabool (S),0.9874209,98.7420884,,,,,,,
3335,3335,24650,Melton (S),1.0,100.0,,,,,,,
3337,3337,24130,Macedon Ranges (S),0.0005479,0.0547947,,,,,,,
3337,3337,24650,Melton (S),0.9994521,99.9452053,,,,,,,
3338,3338,24650,Melton (S),0.9991392,99.9139211,,,,,,,
3338,3338,27260,Wyndham (C),0.0008608,0.0860789,,,,,,,
3340,3340,22750,Greater Geelong (C),0.0069241,0.6924138,,,,,,,
3340,3340,24650,Melton (S),0.000563,0.0563002,,,,,,,
3340,3340,25150,Moorabool (S),0.9925129,99.251286,,,,,,,
3341,3341,25150,Moorabool (S),1.0,100.0,,,,,,,
3342,3342,22490,Golden Plains (S),0.0025071,0.2507051,,,,,,,
3342,3342,25150,Moorabool (S),0.9974929,99.7492949,,,,,,,
3345,3345,25150,Moorabool (S),1.0,100.0,,,,,,,
3350,3350,20570,Ballarat (C),1.0,100.0,,,,,,,
3351,3351,20260,Ararat (RC),0.067901,6.7900988,,,,,,,
3351,3351,20570,Ballarat (C),0.0494087,4.9408701,,,,,,,
3351,3351,22490,Golden Plains (S),0.7425269,74.2526916,,,,,,,
3351,3351,25490,Moyne (S),0.0002561,0.0256129,,,,,,,
3351,3351,25990,Pyrenees (S),0.1399073,13.9907266,,,,,,,
3352,3352,20570,Ballarat (C),0.5410755,54.1075515,,,,,,,
3352,3352,21830,Corangamite (S),0.000899,0.0898978,,,,,,,
3352,3352,22490,Golden Plains (S),0.1519956,15.1995636,,,,,,,
3352,3352,22910,Hepburn (S),0.013997,1.3996971,,,,,,,
3352,3352,25150,Moorabool (S),0.2346674,23.4667408,,,,,,,
3352,3352,25990,Pyrenees (S),0.0573655,5.7365492,,,,,,,
3355,3355,20570,Ballarat (C),1.0,100.0,,,,,,,
3356,3356,20570,Ballarat (C),1.0,100.0,,,,,,,
3357,3357,20570,Ballarat (C),0.9720903,97.2090314,,,,,,,
3357,3357,25150,Moorabool (S),0.0279097,2.7909686,,,,,,,
3360,3360,21830,Corangamite (S),0.006377,0.6377042,,,,,,,
3360,3360,22490,Golden Plains (S),0.9473869,94.738686,,,,,,,
3360,3360,25990,Pyrenees (S),0.0462361,4.6236098,,,,,,,
3361,3361,20260,Ararat (RC),0.0068802,0.688019,,,,,,,
3361,3361,21830,Corangamite (S),0.8076083,80.7608324,,,,,,,
3361,3361,25990,Pyrenees (S),0.1855115,18.5511486,,,,,,,
3363,3363,20570,Ballarat (C),0.0376666,3.7666565,,,,,,,
3363,3363,22910,Hepburn (S),0.9623334,96.2333435,,,,,,,
3364,3364,20570,Ballarat (C),0.1438325,14.3832503,,,,,,,
3364,3364,21670,Central Goldfields (S),0.0039281,0.3928082,,,,,,,
3364,3364,22910,Hepburn (S),0.809219,80.9218986,,,,,,,
3364,3364,25150,Moorabool (S),0.0152558,1.5255778,,,,,,,
3364,3364,25430,Mount Alexander (S),0.0277647,2.7764651,,,,,,,
3370,3370,21670,Central Goldfields (S),0.0125188,1.2518831,,,,,,,
3370,3370,22910,Hepburn (S),0.9874812,98.7481169,,,,,,,
3371,3371,21670,Central Goldfields (S),0.8233365,82.3336501,,,,,,,
3371,3371,22910,Hepburn (S),0.0203816,2.0381582,,,,,,,
3371,3371,25990,Pyrenees (S),0.1562819,15.6281917,,,,,,,
3373,3373,20260,Ararat (RC),0.0014313,0.143128,,,,,,,
3373,3373,25990,Pyrenees (S),0.9985687,99.856872,,,,,,,
3374,3374,20260,Ararat (RC),0.035628,3.5627955,,,,,,,
3374,3374,25810,Northern Grampians (S),0.964372,96.4372045,,,,,,,
3375,3375,20260,Ararat (RC),0.9672298,96.7229772,,,,,,,
3375,3375,25990,Pyrenees (S),0.0327702,3.2770228,,,,,,,
3377,3377,20260,Ararat (RC),0.9878451,98.7845093,,,,,,,
3377,3377,25810,Northern Grampians (S),0.0046996,0.4699576,,,,,,,
3377,3377,25990,Pyrenees (S),0.0074553,0.7455331,,,,,,,
3378,3378,20260,Ararat (RC),1.0,100.0,,,,,,,
3379,3379,20260,Ararat (RC),0.9465055,94.6505503,,,,,,,
3379,3379,25490,Moyne (S),0.0534945,5.3494497,,,,,,,
3380,3380,25810,Northern Grampians (S),1.0,100.0,,,,,,,
3381,3381,20260,Ararat (RC),0.2676935,26.769349,,,,,,,
3381,3381,25810,Northern Grampians (S),0.7323065,73.230651,,,,,,,
3384,3384,25810,Northern Grampians (S),0.5695645,56.9564494,,,,,,,
3384,3384,25990,Pyrenees (S),0.4304355,43.0435506,,,,,,,
3385,3385,23190,Horsham (RC),0.1237334,12.3733419,,,,,,,
3385,3385,25810,Northern Grampians (S),0.8248628,82.4862837,,,,,,,
3385,3385,27630,Yarriambiack (S),0.0514037,5.1403744,,,,,,,
3387,3387,25810,Northern Grampians (S),1.0,100.0,,,,,,,
3388,3388,25810,Northern Grampians (S),0.04498,4.4980018,,,,,,,
3388,3388,27630,Yarriambiack (S),0.95502,95.5019982,,,,,,,
3390,3390,23190,Horsham (RC),0.0252002,2.5200178,,,,,,,
3390,3390,27630,Yarriambiack (S),0.9747998,97.4799822,,,,,,,
3391,3391,27630,Yarriambiack (S),1.0,100.0,,,,,,,
3392,3392,27630,Yarriambiack (S),1.0,100.0,,,,,,,
3393,3393,21270,Buloke (S),0.0147876,1.47876,,,,,,,
3393,3393,22980,Hindmarsh (S),0.0005738,0.0573792,,,,,,,
3393,3393,27630,Yarriambiack (S),0.9846386,98.4638608,,,,,,,
3395,3395,21270,Buloke (S),0.034256,3.4255989,,,,,,,
3395,3395,22980,Hindmarsh (S),0.0171292,1.7129218,,,,,,,
3395,3395,27630,Yarriambiack (S),0.9486148,94.8614793,,,,,,,
3396,3396,27630,Yarriambiack (S),1.0,100.0,,,,,,,
3400,3400,23190,Horsham (RC),1.0,100.0,,,,,,,
3401,3401,22980,Hindmarsh (S),0.0004552,0.0455244,,,,,,,
3401,3401,23190,Horsham (RC),0.947642,94.7641967,,,,,,,
3401,3401,26260,Southern Grampians (S),0.0076315,0.7631456,,,,,,,
3401,3401,26890,West Wimmera (S),0.0271478,2.7147835,,,,,,,
3401,3401,27630,Yarriambiack (S),0.0171223,1.7122335,,,,,,,
3407,3407,26260,Southern Grampians (S),1.0,100.0,,,,,,,
3409,3409,23190,Horsham (RC),0.8452364,84.5236367,,,,,,,
3409,3409,26890,West Wimmera (S),0.1547636,15.4763633,,,,,,,
3412,3412,26890,West Wimmera (S),1.0,100.0,,,,,,,
3413,3413,26890,West Wimmera (S),1.0,100.0,,,,,,,
3414,3414,22980,Hindmarsh (S),1.0,100.0,,,,,,,
3415,3415,26890,West Wimmera (S),1.0,100.0,,,,,,,
3418,3418,22980,Hindmarsh (S),0.9914717,99.1471662,,,,,,,
3418,3418,26890,West Wimmera (S),0.0085283,0.8528338,,,,,,,
3419,3419,22980,Hindmarsh (S),0.0054433,0.5443271,,,,,,,
3419,3419,26890,West Wimmera (S),0.9945567,99.4556729,,,,,,,
3420,3420,26890,West Wimmera (S),1.0,100.0,,,,,,,
3423,3423,22980,Hindmarsh (S),1.0,100.0,,,,,,,
3424,3424,22980,Hindmarsh (S),0.8448455,84.4845516,,,,,,,
3424,3424,27630,Yarriambiack (S),0.1551545,15.5154484,,,,,,,
3427,3427,23270,Hume (C),0.1884783,18.8478311,,,,,,,
3427,3427,24650,Melton (S),0.8115217,81.1521689,,,,,,,
3428,3428,23270,Hume (C),1.0,100.0,,,,,,,
3429,3429,23270,Hume (C),0.9998173,99.9817264,,,,,,,
3429,3429,24130,Macedon Ranges (S),0.0001827,0.0182736,,,,,,,
3430,3430,23270,Hume (C),0.0708688,7.0868774,,,,,,,
3430,3430,24130,Macedon Ranges (S),0.9291312,92.9131226,,,,,,,
3431,3431,23270,Hume (C),0.0006846,0.0684554,,,,,,,
3431,3431,24130,Macedon Ranges (S),0.9993154,99.9315446,,,,,,,
3432,3432,24130,Macedon Ranges (S),1.0,100.0,,,,,,,
3433,3433,24130,Macedon Ranges (S),1.0,100.0,,,,,,,
3434,3434,24130,Macedon Ranges (S),1.0,100.0,,,,,,,
3435,3435,24130,Macedon Ranges (S),0.9786012,97.8601171,,,,,,,
3435,3435,24850,Mitchell (S),0.0213988,2.1398829,,,,,,,
3437,3437,24130,Macedon Ranges (S),1.0,100.0,,,,,,,
3438,3438,24130,Macedon Ranges (S),1.0,100.0,,,,,,,
3440,3440,24130,Macedon Ranges (S),1.0,100.0,,,,,,,
3441,3441,24130,Macedon Ranges (S),1.0,100.0,,,,,,,
3442,3442,24130,Macedon Ranges (S),1.0,100.0,,,,,,,
3444,3444,22620,Greater Bendigo (C),0.0469492,4.6949214,,,,,,,
3444,3444,22910,Hepburn (S),0.0130194,1.301944,,,,,,,
3444,3444,24130,Macedon Ranges (S),0.9031365,90.3136543,,,,,,,
3444,3444,24850,Mitchell (S),0.0099324,0.9932389,,,,,,,
3444,3444,25430,Mount Alexander (S),0.0269624,2.6962413,,,,,,,
3446,3446,22910,Hepburn (S),0.1848039,18.4803901,,,,,,,
3446,3446,24130,Macedon Ranges (S),0.7919129,79.1912876,,,,,,,
3446,3446,25430,Mount Alexander (S),0.0232832,2.3283223,,,,,,,
3447,3447,22910,Hepburn (S),0.0065633,0.6563267,,,,,,,
3447,3447,24130,Macedon Ranges (S),0.0080376,0.8037645,,,,,,,
3447,3447,25430,Mount Alexander (S),0.9853991,98.5399088,,,,,,,
3448,3448,25430,Mount Alexander (S),1.0,100.0,,,,,,,
3450,3450,25430,Mount Alexander (S),1.0,100.0,,,,,,,
3451,3451,22910,Hepburn (S),0.0083082,0.830825,,,,,,,
3451,3451,25430,Mount Alexander (S),0.9916918,99.169175,,,,,,,
3453,3453,22620,Greater Bendigo (C),0.3224108,32.2410804,,,,,,,
3453,3453,25430,Mount Alexander (S),0.6775892,67.7589196,,,,,,,
3458,3458,22910,Hepburn (S),0.7235597,72.3559656,,,,,,,
3458,3458,24130,Macedon Ranges (S),0.0569844,5.6984405,,,,,,,
3458,3458,25150,Moorabool (S),0.2194559,21.945594,,,,,,,
3460,3460,22910,Hepburn (S),1.0,100.0,,,,,,,
3461,3461,22910,Hepburn (S),0.9164389,91.6438945,,,,,,,
3461,3461,24130,Macedon Ranges (S),0.002763,0.2763047,,,,,,,
3461,3461,25150,Moorabool (S),0.0581682,5.8168171,,,,,,,
3461,3461,25430,Mount Alexander (S),0.0226298,2.2629836,,,,,,,
3462,3462,21670,Central Goldfields (S),0.0009145,0.091446,,,,,,,
3462,3462,25430,Mount Alexander (S),0.9990855,99.908554,,,,,,,
3463,3463,22620,Greater Bendigo (C),0.1275074,12.7507442,,,,,,,
3463,3463,23940,Loddon (S),0.1007851,10.0785143,,,,,,,
3463,3463,25430,Mount Alexander (S),0.7717074,77.1707416,,,,,,,
3464,3464,21670,Central Goldfields (S),0.9922077,99.2207687,,,,,,,
3464,3464,25430,Mount Alexander (S),0.0077923,0.7792313,,,,,,,
3465,3465,21670,Central Goldfields (S),0.9815517,98.1551724,,,,,,,
3465,3465,25430,Mount Alexander (S),0.0002345,0.0234549,,,,,,,
3465,3465,25810,Northern Grampians (S),0.0021577,0.2157722,,,,,,,
3465,3465,25990,Pyrenees (S),0.016056,1.6056005,,,,,,,
3467,3467,25990,Pyrenees (S),1.0,100.0,,,,,,,
3468,3468,25990,Pyrenees (S),1.0,100.0,,,,,,,
3469,3469,20260,Ararat (RC),0.6618611,66.1861136,,,,,,,
3469,3469,25990,Pyrenees (S),0.3381389,33.8138864,,,,,,,
3472,3472,21670,Central Goldfields (S),0.8388081,83.8808139,,,,,,,
3472,3472,23940,Loddon (S),0.1568371,15.6837084,,,,,,,
3472,3472,25430,Mount Alexander (S),0.0043548,0.4354777,,,,,,,
3475,3475,21670,Central Goldfields (S),0.6783442,67.834421,,,,,,,
3475,3475,23940,Loddon (S),0.1876371,18.7637114,,,,,,,
3475,3475,25810,Northern Grampians (S),0.1340187,13.4018676,,,,,,,
3477,3477,21270,Buloke (S),0.035593,3.5593039,,,,,,,
3477,3477,23940,Loddon (S),0.002374,0.2373977,,,,,,,
3477,3477,25810,Northern Grampians (S),0.8623711,86.2371052,,,,,,,
3477,3477,25990,Pyrenees (S),0.0996619,9.9661932,,,,,,,
3478,3478,21270,Buloke (S),0.0079918,0.7991833,,,,,,,
3478,3478,25810,Northern Grampians (S),0.8987752,89.8775185,,,,,,,
3478,3478,25990,Pyrenees (S),0.093233,9.3232982,,,,,,,
3480,3480,21270,Buloke (S),0.9199175,91.9917501,,,,,,,
3480,3480,25810,Northern Grampians (S),0.042695,4.2695043,,,,,,,
3480,3480,27630,Yarriambiack (S),0.0373875,3.7387455,,,,,,,
3482,3482,21270,Buloke (S),1.0,100.0,,,,,,,
3483,3483,21270,Buloke (S),1.0,100.0,,,,,,,
3485,3485,21270,Buloke (S),0.2670624,26.7062372,,,,,,,
3485,3485,27630,Yarriambiack (S),0.7329376,73.2937628,,,,,,,
3487,3487,21270,Buloke (S),0.1428607,14.2860744,,,,,,,
3487,3487,27630,Yarriambiack (S),0.8571393,85.7139256,,,,,,,
